road,num_properties,properties_roof_insulation,properties_walls_insulation,properties_windows_insulation,properties_floor_insulation,perc_properties_roof_insulation,perc_properties_walls_insulation,perc_properties_windows_insulation,perc_properties_floor_insulation,avg_CO2_emissions,avg_energy_consumption,avg_energy_efficiency,properties_A_rating,properties_B_rating,properties_C_rating,properties_D_rating,properties_E_rating,properties_F_rating,properties_G_rating,perc_properties_A_rating,perc_properties_B_rating,perc_properties_C_rating,perc_properties_D_rating,perc_properties_E_rating,perc_properties_F_rating,perc_properties_G_rating
 Elgar Road South (RG2),26,1,3,21,0,4,12,81,0,54,303,59,0,0,0,21,5,0,0,0,0,0,81,19,0,0
 Eliot Close (RG4),14,7,2,12,0,50,14,86,0,46,262,67,0,1,7,5,1,0,0,0,7,50,36,7,0,0
 Elizabeth Court (RG31),3,3,0,3,1,100,0,100,33,60,363,67,0,0,2,1,0,0,0,0,0,67,33,0,0,0
 Elizabeth Walk (RG2),38,10,28,37,0,26,74,97,0,45,256,66,0,1,15,20,2,0,0,0,3,39,53,5,0,0
 Ella Garett Close (RG2),8,6,4,8,7,75,50,100,88,22,131,81,0,5,3,0,0,0,0,0,62,38,0,0,0,0
 Ellesmere Close (RG4),18,1,9,14,1,6,50,78,6,39,220,67,0,0,7,11,0,0,0,0,0,39,61,0,0,0
 Elliots Way (RG4),58,10,0,58,29,17,0,100,50,35,195,71,0,3,37,18,0,0,0,0,5,64,31,0,0,0
 Elliotts Way (RG4),36,11,0,36,15,31,0,100,42,33,191,72,0,2,25,9,0,0,0,0,6,69,25,0,0,0
 Elm Lodge Avenue (RG30),21,2,1,18,0,10,5,86,0,53,292,58,0,0,1,14,6,0,0,0,0,5,67,29,0,0
 Elm Park (RG30),150,74,0,149,70,49,0,99,47,48,285,69,0,2,72,75,1,0,0,0,1,48,50,1,0,0
 Elm Park Court (RG30),5,5,0,5,0,100,0,100,0,63,388,57,0,0,1,2,2,0,0,0,0,20,40,40,0,0
 Elm Park Road (RG30),136,20,1,101,5,15,1,74,4,56,318,58,0,0,21,76,28,8,3,0,0,15,56,21,6,2
 Elm Road (RG6),23,3,9,17,2,13,39,74,9,49,268,58,0,0,2,11,10,0,0,0,0,9,48,43,0,0
 Elmhurst House Annex (RG1),5,0,0,0,0,0,0,0,0,113,671,65,0,0,1,4,0,0,0,0,0,20,80,0,0,0
 Elmhurst Road (RG1),18,3,0,3,0,17,0,17,0,65,368,48,0,0,1,4,10,2,1,0,0,6,22,56,11,6
 Elmleigh Court (RG4),7,3,2,6,0,43,29,86,0,51,293,63,0,1,0,4,2,0,0,0,14,0,57,29,0,0
 Elmstone Drive (RG31),46,5,21,43,0,11,46,93,0,47,267,61,0,1,6,29,9,1,0,0,2,13,63,20,2,0
 Elsley Road (RG31),14,2,7,11,1,14,50,79,7,41,234,60,0,0,2,7,5,0,0,0,0,14,50,36,0,0
 Elstow Avenue (RG4),14,0,9,14,0,0,64,100,0,50,272,58,0,0,1,9,4,0,0,0,0,7,64,29,0,0
 Elstree Close (RG31),6,0,1,5,1,0,17,83,17,41,225,62,0,0,2,2,2,0,0,0,0,33,33,33,0,0
 Eltham Avenue (RG4),7,4,7,7,0,57,100,100,0,40,225,66,0,0,2,5,0,0,0,0,0,29,71,0,0,0
 Elvaston Way (RG30),84,12,9,79,0,14,11,94,0,46,255,62,0,2,11,60,9,2,0,0,2,13,71,11,2,0
 Elvian Close (RG30),1,1,0,1,1,100,0,100,100,13,72,86,0,1,0,0,0,0,0,0,100,0,0,0,0,0
 Emmbrook Court (RG6),19,17,2,17,3,89,11,89,16,37,211,72,0,0,16,3,0,0,0,0,0,84,16,0,0,0
 Emmer Green Court (RG4),8,8,3,8,0,100,38,100,0,60,352,63,0,0,2,4,2,0,0,0,0,25,50,25,0,0
 Enborne Close (RG31),6,1,2,3,1,17,33,50,17,40,213,66,0,0,2,4,0,0,0,0,0,33,67,0,0,0
 Ennerdale Road (RG2),21,0,9,19,1,0,43,90,5,50,285,61,0,0,4,11,6,0,0,0,0,19,52,29,0,0
 Epping Close (RG1),10,8,1,9,0,80,10,90,0,75,455,50,0,0,0,3,6,1,0,0,0,0,30,60,10,0
 Eric Avenue (RG4),20,3,12,17,3,15,60,85,15,44,247,62,0,0,6,10,3,1,0,0,0,30,50,15,5,0
 Erleigh Road (RG1),78,32,5,60,6,41,6,77,8,53,312,56,0,0,15,30,24,7,2,0,0,19,38,31,9,3
 Eskin Close (RG30),33,7,7,32,4,21,21,97,12,42,234,67,0,4,7,20,1,1,0,0,12,21,61,3,3,0
 Essex Street (RG2),60,1,0,42,0,2,0,70,0,56,322,56,0,0,3,36,17,2,2,0,0,5,60,28,3,3
 Evesham Road (RG4),34,9,21,33,5,26,62,97,15,44,248,64,0,5,6,16,7,0,0,0,15,18,47,21,0,0
 Exbourne Road (RG2),5,4,0,5,1,80,0,100,20,45,267,73,0,0,4,1,0,0,0,0,0,80,20,0,0,0
 Exwick Square (RG2),25,6,15,24,0,24,60,96,0,47,262,62,0,2,6,13,3,1,0,0,8,24,52,12,4,0
 Eynsford Close (RG4),5,0,2,5,0,0,40,100,0,42,247,63,0,0,1,4,0,0,0,0,0,20,80,0,0,0
 Fair Isle Way (RG2),7,1,0,7,7,14,0,100,100,18,110,83,0,7,0,0,0,0,0,0,100,0,0,0,0,0
 Faircross Road (RG30),1,0,0,1,0,0,0,100,0,43,245,65,0,0,0,1,0,0,0,0,0,0,100,0,0,0
 Fairfax Close (RG4),36,3,4,36,18,8,11,100,50,37,214,67,0,2,11,23,0,0,0,0,6,31,64,0,0,0
 Fairsted Close (RG30),3,0,2,3,0,0,67,100,0,49,252,57,0,0,1,1,1,0,0,0,0,33,33,33,0,0
 Fallowfield Close (RG4),3,0,1,3,0,0,33,100,0,46,252,61,0,0,1,1,1,0,0,0,0,33,33,33,0,0
 Falmouth Road (RG2),23,4,11,22,0,17,48,96,0,47,258,61,0,0,4,13,6,0,0,0,0,17,57,26,0,0
 Faringdon Walk (RG30),2,0,1,2,0,0,50,100,0,40,227,68,0,0,1,1,0,0,0,0,0,50,50,0,0,0
 Farleigh Mews (RG4),4,1,2,4,0,25,50,100,0,40,209,66,0,1,1,1,1,0,0,0,25,25,25,25,0,0
 Farmers Close (RG2),26,5,12,26,0,19,46,100,0,38,211,67,0,0,14,9,3,0,0,0,0,54,35,12,0,0
 Farnham Drive (RG4),4,0,1,4,1,0,25,100,25,48,263,60,0,0,1,2,1,0,0,0,0,25,50,25,0,0
 Farrowdene Road (RG2),31,0,14,31,1,0,45,100,3,51,292,60,0,0,7,13,11,0,0,0,0,23,42,35,0,0
 Fatherson Road (RG1),13,4,1,10,1,31,8,77,8,44,243,64,0,0,5,6,1,1,0,0,0,38,46,8,8,0
 Fawley Road (RG30),20,3,11,18,0,15,55,90,0,45,254,63,0,0,7,8,5,0,0,0,0,35,40,25,0,0
 Felton Way (RG31),13,0,7,13,0,0,54,100,0,46,252,62,0,0,1,11,1,0,0,0,0,8,85,8,0,0
 Fern Glen (RG31),3,2,1,3,0,67,33,100,0,50,281,58,0,0,0,2,1,0,0,0,0,0,67,33,0,0
 Fernbrook Road (RG4),15,1,6,13,0,7,40,87,0,47,256,59,0,0,0,12,3,0,0,0,0,0,80,20,0,0
 Ferndale Close (RG31),5,0,2,4,0,0,40,80,0,37,221,64,0,0,2,2,1,0,0,0,0,40,40,20,0,0
 Field Road (RG1),56,10,2,36,0,18,4,64,0,53,307,58,0,0,12,28,12,2,2,0,0,21,50,21,4,4
 Field View (RG4),55,10,1,52,0,18,2,95,0,51,283,60,0,0,13,23,18,1,0,0,0,24,42,33,2,0
 Filbert Drive (RG31),2,1,2,2,0,50,100,100,0,37,205,66,0,0,1,1,0,0,0,0,0,50,50,0,0,0
 Filey Road (RG1),60,2,0,42,0,3,0,70,0,60,339,55,0,0,4,36,15,3,2,0,0,7,60,25,5,3
 Fircroft Close (RG31),32,0,7,31,0,0,22,97,0,42,236,65,0,1,6,23,2,0,0,0,3,19,72,6,0,0
 Firs Lane (RG30),2,1,1,2,1,50,50,100,50,32,174,70,0,0,1,1,0,0,0,0,0,50,50,0,0,0
 First Floor. (RG1),1,1,0,1,0,100,0,100,0,34,192,70,0,0,1,0,0,0,0,0,0,100,0,0,0,0
 Flagstaff Road (RG2),21,21,18,21,13,100,86,100,62,16,94,82,0,21,0,0,0,0,0,0,100,0,0,0,0,0
 Flambards (RG4),10,9,0,8,0,90,0,80,0,76,441,66,0,0,3,7,0,0,0,0,0,30,70,0,0,0
 Florence Walk (RG1),6,0,1,6,0,0,17,100,0,40,231,66,0,0,1,5,0,0,0,0,0,17,83,0,0,0
 Florian Gardens (RG30),4,4,4,4,0,100,100,100,0,38,206,71,0,0,3,1,0,0,0,0,0,75,25,0,0,0
 Fobney Street (RG1),6,3,0,3,0,50,0,50,0,58,349,65,0,0,2,4,0,0,0,0,0,33,67,0,0,0
 Fontwell Drive (RG30),12,1,7,12,0,8,58,100,0,51,286,57,0,0,0,9,3,0,0,0,0,0,75,25,0,0
 Forest Dean (RG2),8,0,0,8,2,0,0,100,25,59,373,68,0,0,4,4,0,0,0,0,0,50,50,0,0,0
 Forest Hill (RG30),11,3,5,11,0,27,45,100,0,44,247,63,0,0,3,6,2,0,0,0,0,27,55,18,0,0
 Forge Close (RG4),1,0,0,1,0,0,0,100,0,95,535,44,0,0,0,0,1,0,0,0,0,0,0,100,0,0
 Foundry Place (RG1),7,0,7,6,0,0,100,86,0,37,218,67,0,0,5,1,1,0,0,0,0,71,14,14,0,0
 Foxglove Gardens (RG1),15,1,0,15,1,7,0,100,7,39,220,68,0,0,8,7,0,0,0,0,0,53,47,0,0,0
 Foxhays Road (RG2),52,8,35,49,0,15,67,94,0,46,253,63,0,0,19,23,9,1,0,0,0,37,44,17,2,0
 Foxhill Road (RG1),120,4,3,90,0,3,2,75,0,57,327,58,0,0,12,77,25,3,3,0,0,10,64,21,2,2
 Framlingham Drive (RG4),9,2,4,8,0,22,44,89,0,49,280,61,0,0,2,4,3,0,0,0,0,22,44,33,0,0
 Francis Street (RG1),49,0,0,41,0,0,0,84,0,61,343,54,0,0,2,26,18,2,1,0,0,4,53,37,4,2
 Franklin Street (RG1),28,2,0,23,2,7,0,82,7,50,284,60,0,0,4,16,7,1,0,0,0,14,57,25,4,0
 Fraser Avenue (RG4),16,1,6,16,0,6,38,100,0,51,274,57,0,0,2,10,3,1,0,0,0,12,62,19,6,0
 Freshwater Road (RG1),34,1,0,22,1,3,0,65,3,55,304,58,0,0,4,19,9,2,0,0,0,12,56,26,6,0
 Frilsham Road (RG30),9,1,8,9,0,11,89,100,0,38,209,70,0,0,7,2,0,0,0,0,0,78,22,0,0,0
 Froxfield Avenue (RG1),8,0,4,7,0,0,50,88,0,69,393,44,0,0,0,2,3,2,1,0,0,0,25,38,25,12
 Fulmead Road (RG30),39,9,11,38,0,23,28,97,0,51,290,61,0,0,10,22,6,1,0,0,0,26,56,15,3,0
 Gainsborough Road (RG30),81,15,49,81,3,19,60,100,4,41,228,65,0,5,25,44,5,2,0,0,6,31,54,6,2,0
 Gairn Close (RG30),22,1,5,21,0,5,23,95,0,48,278,63,0,0,7,12,2,1,0,0,0,32,55,9,5,0
 Galsworthy Drive (RG4),85,5,39,83,0,6,46,98,0,48,267,60,0,2,14,47,21,0,1,0,2,16,55,25,0,1
 Garnet Hill (RG1),5,2,0,3,0,40,0,60,0,64,341,55,0,0,1,2,2,0,0,0,0,20,40,40,0,0
 Garnet Street (RG1),26,4,1,22,0,15,4,85,0,60,342,58,0,0,2,18,4,2,0,0,0,8,69,15,8,0
 Garrard Street (RG1),3,3,0,3,1,100,0,100,33,28,160,78,0,0,3,0,0,0,0,0,0,100,0,0,0,0
 Garston Close (RG30),13,1,7,13,0,8,54,100,0,41,226,67,0,0,5,8,0,0,0,0,0,38,62,0,0,0
 Gayhurst Close (RG4),18,2,12,18,0,11,67,100,0,45,248,62,0,0,3,12,3,0,0,0,0,17,67,17,0,0
 Geoffreyson Road (RG4),27,2,8,25,0,7,30,93,0,45,253,62,0,1,6,15,5,0,0,0,4,22,56,19,0,0
 George Close (RG4),6,3,0,6,5,50,0,100,83,25,141,76,0,0,6,0,0,0,0,0,0,100,0,0,0,0
 George Palmer Close (RG2),20,16,19,20,17,80,95,100,85,14,71,85,0,20,0,0,0,0,0,0,100,0,0,0,0,0
" George Street (RG1, RG4)",77,22,1,61,1,29,1,79,1,56,319,59,0,2,13,41,16,4,1,0,3,17,53,21,5,1
 Gifford Close (RG4),4,1,1,4,0,25,25,100,0,37,200,66,0,0,1,3,0,0,0,0,0,25,75,0,0,0
 Gipsy Lane (RG30),1,0,0,1,0,0,0,100,0,71,367,45,0,0,0,0,1,0,0,0,0,0,0,100,0,0
 Glebe Road (RG2),9,3,2,5,1,33,22,56,11,49,273,58,0,0,1,4,4,0,0,0,0,11,44,44,0,0
 Glenbeigh Terrace (RG1),14,0,1,10,0,0,7,71,0,72,404,51,0,0,1,5,6,2,0,0,0,7,36,43,14,0
 Gleneagles Court (RG1),2,2,0,2,0,100,0,100,0,35,204,78,0,1,1,0,0,0,0,0,50,50,0,0,0,0
 Glenmore Place (RG30),18,18,18,18,18,100,100,100,100,10,53,88,0,18,0,0,0,0,0,0,100,0,0,0,0,0
 Glennon Close (RG30),11,0,4,10,0,0,36,91,0,43,249,65,0,0,3,7,1,0,0,0,0,27,64,9,0,0
 Glenrhondda (RG4),30,2,4,28,10,7,13,93,33,41,226,62,0,0,9,14,7,0,0,0,0,30,47,23,0,0
 Glenrosa Road (RG30),10,1,4,10,0,10,40,100,0,48,272,61,0,1,1,6,2,0,0,0,10,10,60,20,0,0
 Glenwood Drive (RG31),13,0,2,12,0,0,15,92,0,58,330,58,0,0,0,10,3,0,0,0,0,0,77,23,0,0
 Gloucester Court (RG30),6,0,1,5,0,0,17,83,0,37,203,70,0,0,4,2,0,0,0,0,0,67,33,0,0,0
 Gloucester Road (RG30),25,1,2,20,0,4,8,80,0,54,313,57,0,0,1,17,6,1,0,0,0,4,68,24,4,0
 Glyncastle (RG4),12,1,3,12,1,8,25,100,8,46,268,59,0,0,0,10,2,0,0,0,0,0,83,17,0,0
 Goldsmid Road (RG1),53,33,5,48,13,62,9,91,25,49,285,65,0,0,30,11,8,2,2,0,0,57,21,15,4,4
 Goodrich Close (RG4),9,0,6,9,0,0,67,100,0,46,250,61,0,0,3,4,2,0,0,0,0,33,44,22,0,0
 Gordon Palmer Court (RG30),18,12,0,18,1,67,0,100,6,79,475,59,0,0,0,14,4,0,0,0,0,0,78,22,0,0
 Gordon Place (RG30),11,1,6,11,0,9,55,100,0,48,264,60,0,0,1,8,2,0,0,0,0,9,73,18,0,0
 Gorselands (RG4),3,0,0,3,0,0,0,100,0,42,241,60,0,0,0,3,0,0,0,0,0,0,100,0,0,0
 Gosbrook Road (RG4),193,24,7,144,5,12,4,75,3,55,310,58,0,7,15,123,38,4,6,0,4,8,64,20,2,3
 Gower Street (RG1),29,6,0,23,0,21,0,79,0,57,329,57,0,0,2,18,7,2,0,0,0,7,62,24,7,0
 Grafton Road (RG30),19,3,12,18,0,16,63,95,0,43,241,65,0,0,8,9,2,0,0,0,0,42,47,11,0,0
 Granby Court (RG1),29,8,2,27,4,28,7,93,14,71,439,51,0,0,5,8,10,6,0,0,0,17,28,34,21,0
 Granby Gardens (RG1),61,1,0,56,0,2,0,92,0,55,315,58,0,0,3,41,15,1,1,0,0,5,67,25,2,2
 Grange Avenue (RG6),142,3,0,123,0,2,0,87,0,45,260,62,0,0,24,96,20,1,1,0,0,17,68,14,1,1
 Granville Road (RG30),54,43,46,53,18,80,85,98,33,52,310,70,0,18,9,21,6,0,0,0,33,17,39,11,0,0
 Grasmere Avenue (RG30),42,3,24,40,1,7,57,95,2,49,278,61,0,0,6,29,6,1,0,0,0,14,69,14,2,0
 Grass Hill (RG4),5,0,2,4,1,0,40,80,20,45,256,60,0,0,1,3,1,0,0,0,0,20,60,20,0,0
 Gratwicke Road (RG30),30,2,11,24,1,7,37,80,3,52,295,57,0,0,1,22,5,2,0,0,0,3,73,17,7,0
 Gravel Hill (RG4),27,1,9,19,3,4,33,70,11,47,266,58,0,0,5,15,4,2,1,0,0,19,56,15,7,4
 Graveney Drive (RG4),7,0,3,7,0,0,43,100,0,44,247,58,0,0,1,3,3,0,0,0,0,14,43,43,0,0
 Great Knollys Street (RG1),49,6,3,41,3,12,6,84,6,52,300,59,0,2,5,32,6,4,0,0,4,10,65,12,8,0
 Green Acre Mount (RG30),7,2,3,7,0,29,43,100,0,50,290,64,0,0,3,3,1,0,0,0,0,43,43,14,0,0
 Green Road (RG6),45,22,15,33,23,49,33,73,51,33,218,65,0,4,20,11,7,2,1,0,9,44,24,16,4,2
 Greenfields Road (RG2),52,6,26,48,0,12,50,92,0,55,303,59,0,0,4,32,14,2,0,0,0,8,62,27,4,0
 Greenham Avenue (RG2),29,29,29,29,29,100,100,100,100,14,79,84,0,28,1,0,0,0,0,0,97,3,0,0,0,0
 Greenidge Close (RG1),14,0,0,14,6,0,0,100,43,41,229,63,0,0,0,13,1,0,0,0,0,0,93,7,0,0
 Greenleas Avenue (RG4),8,0,4,8,0,0,50,100,0,60,334,52,0,0,0,4,4,0,0,0,0,0,50,50,0,0
 Greystoke Road (RG4),11,2,7,11,0,18,64,100,0,49,277,57,0,0,1,6,4,0,0,0,0,9,55,36,0,0
 Grosvenor Road (RG4),41,3,13,27,0,7,32,66,0,51,288,55,0,0,6,18,13,3,1,0,0,15,44,32,7,2
 Grove Cottages (RG4),12,2,2,10,0,17,17,83,0,40,232,66,0,0,6,5,1,0,0,0,0,50,42,8,0,0
 Grove Hill (RG4),38,0,5,31,2,0,13,82,5,48,294,59,0,0,17,12,5,1,3,0,0,45,32,13,3,8
 Grove Hill Close (RG4),7,3,7,7,7,43,100,100,100,23,151,74,0,0,7,0,0,0,0,0,0,100,0,0,0,0
 Grove Mews (RG4),5,0,0,5,3,0,0,100,60,35,191,69,0,0,3,2,0,0,0,0,0,60,40,0,0,0
 Grove Road (RG4),32,8,16,30,1,25,50,94,3,51,292,61,0,1,5,15,10,1,0,0,3,16,47,31,3,0
 Groveland Place (RG30),23,23,0,17,5,100,0,74,22,72,446,65,0,0,9,11,3,0,0,0,0,39,48,13,0,0
 Grovelands Road (RG30),84,4,7,74,0,5,8,88,0,54,300,57,0,0,6,50,25,3,0,0,0,7,60,30,4,0
 Gurney Close (RG4),15,2,9,10,0,13,60,67,0,57,310,53,0,0,0,8,6,1,0,0,0,0,53,40,7,0
 Gurney Drive (RG4),10,2,7,10,1,20,70,100,10,60,318,55,0,0,1,5,3,1,0,0,0,10,50,30,10,0
 Gweal Avenue (RG2),21,15,0,21,21,71,0,100,100,21,119,81,0,10,11,0,0,0,0,0,48,52,0,0,0,0
 Haden Square (RG1),39,25,12,39,39,64,31,100,100,14,81,85,0,39,0,0,0,0,0,0,100,0,0,0,0,0
 Hadleigh Rise (RG4),10,0,7,10,0,0,70,100,0,44,244,63,0,0,3,7,0,0,0,0,0,30,70,0,0,0
 Hadrian Walk East (RG2),23,13,1,23,0,57,4,100,0,55,316,65,0,1,9,10,1,2,0,0,4,39,43,4,9,0
 Hadrian Walk West (RG2),10,5,3,10,0,50,30,100,0,49,276,66,0,0,6,3,0,1,0,0,0,60,30,0,10,0
 Hafod (RG4),16,0,1,16,6,0,6,100,38,42,237,61,0,0,2,9,5,0,0,0,0,12,56,31,0,0
 Hagley Road (RG2),26,6,5,18,0,23,19,69,0,44,250,64,0,0,7,16,2,1,0,0,0,27,62,8,4,0
 Halcyon Terrace (RG30),4,0,1,4,1,0,25,100,25,43,233,67,0,0,2,2,0,0,0,0,0,50,50,0,0,0
 Haldane Road (RG4),3,1,1,2,0,33,33,67,0,50,282,55,0,0,0,2,1,0,0,0,0,0,67,33,0,0
 Halls Road (RG30),16,3,4,15,0,19,25,94,0,50,276,57,0,0,0,12,3,1,0,0,0,0,75,19,6,0
 Hambleberry Court (RG31),5,5,0,5,0,100,0,100,0,66,385,68,0,0,2,3,0,0,0,0,0,40,60,0,0,0
 Hamilton Road (RG1),78,10,17,45,3,13,22,58,4,54,303,53,0,0,8,28,35,7,0,0,0,10,36,45,9,0
 Hampden Road (RG4),24,0,0,19,0,0,0,79,0,62,357,52,0,0,1,13,6,3,1,0,0,4,54,25,12,4
 Hanover Court (RG4),46,45,29,46,6,98,63,100,13,61,357,68,0,0,29,13,3,1,0,0,0,63,28,7,2,0
 Hardwick Road (RG30),39,0,17,37,0,0,44,95,0,49,266,60,0,2,2,27,7,1,0,0,5,5,69,18,3,0
 Hardy Close (RG4),6,0,0,6,1,0,0,100,17,44,242,64,0,0,1,4,1,0,0,0,0,17,67,17,0,0
 Harlech Avenue (RG4),21,1,14,21,1,5,67,100,5,46,257,62,0,1,4,12,4,0,0,0,5,19,57,19,0,0
 Harmont Gate (RG4),2,0,0,2,2,0,0,100,100,23,134,78,0,0,2,0,0,0,0,0,0,100,0,0,0,0
 Harness Close (RG2),11,2,7,11,0,18,64,100,0,36,202,70,0,1,4,6,0,0,0,0,9,36,55,0,0,0
 Harrogate Road (RG4),15,0,6,12,0,0,40,80,0,48,263,55,0,0,3,5,5,2,0,0,0,20,33,33,13,0
 Hart Street (RG1),28,7,0,22,0,25,0,79,0,65,373,56,0,0,2,14,11,0,1,0,0,7,50,39,0,4
 Hartland Road (RG2),111,13,72,105,3,12,65,95,3,49,273,61,0,6,24,55,23,1,2,0,5,22,50,21,1,2
 Hartslock Way (RG31),3,0,2,2,0,0,67,67,0,50,282,59,0,0,0,3,0,0,0,0,0,0,100,0,0,0
 Harvaston Parade (RG30),3,2,0,3,0,67,0,100,0,37,215,70,0,0,2,1,0,0,0,0,0,67,33,0,0,0
 Hatford Road (RG30),76,20,47,75,0,26,62,99,0,45,252,63,0,5,25,33,8,4,1,0,7,33,43,11,5,1
 Hatherley Road (RG1),118,7,0,86,3,6,0,73,3,52,304,58,0,0,17,67,28,5,1,0,0,14,57,24,4,1
 Haven Court (RG1),4,3,0,3,1,75,0,75,25,51,284,67,0,0,1,3,0,0,0,0,0,25,75,0,0,0
 Havergate Way (RG2),23,11,1,23,22,48,4,100,96,22,131,80,0,12,11,0,0,0,0,0,52,48,0,0,0,0
 Hawkchurch Road (RG2),15,4,4,15,0,27,27,100,0,43,237,64,0,0,5,10,0,0,0,0,0,33,67,0,0,0
 Hawley Mews (RG30),14,3,0,14,10,21,0,100,71,29,161,75,0,3,9,1,1,0,0,0,21,64,7,7,0,0
 Hawthorn Gardens (RG2),8,0,2,7,0,0,25,88,0,49,278,60,0,0,0,7,1,0,0,0,0,0,88,12,0,0
 Hawthorne Road (RG4),13,0,5,12,0,0,38,92,0,61,344,52,0,0,1,7,4,0,1,0,0,8,54,31,0,8
 Hay Road (RG1),5,1,3,5,0,20,60,100,0,47,276,63,0,0,1,3,1,0,0,0,0,20,60,20,0,0
 Hayfield Close (RG31),7,0,6,7,0,0,86,100,0,40,220,65,0,0,2,4,1,0,0,0,0,29,57,14,0,0
 Haywood Court (RG1),13,1,2,12,2,8,15,92,15,44,261,69,0,0,8,4,1,0,0,0,0,62,31,8,0,0
 Haywood Way (RG30),32,2,20,28,0,6,62,88,0,49,276,60,0,0,2,24,6,0,0,0,0,6,75,19,0,0
 Hazel Crescent (RG2),24,1,4,24,0,4,17,100,0,53,299,57,0,0,3,12,9,0,0,0,0,12,50,38,0,0
 Hazelwood Close (RG31),7,0,2,7,0,0,29,100,0,45,239,61,0,0,0,6,1,0,0,0,0,0,86,14,0,0
 Heath Road (RG6),6,0,2,5,0,0,33,83,0,54,299,53,0,0,0,3,3,0,0,0,0,0,50,50,0,0
 Heatherden Close (RG2),10,0,8,10,0,0,80,100,0,42,227,66,0,1,2,7,0,0,0,0,10,20,70,0,0,0
 Heatherdene Close (RG2),10,0,6,10,0,0,60,100,0,53,308,61,0,0,2,7,1,0,0,0,0,20,70,10,0,0
 Heathway (RG31),14,2,4,14,14,14,29,100,100,20,122,75,0,0,12,2,0,0,0,0,0,86,14,0,0,0
 Helmsdale Close (RG30),53,18,19,49,8,34,36,92,15,38,216,70,0,8,23,20,2,0,0,0,15,43,38,4,0,0
 Helston Gardens (RG2),11,1,7,11,0,9,64,100,0,47,251,62,0,0,3,6,2,0,0,0,0,27,55,18,0,0
 Hemdean Hill (RG4),24,1,0,14,0,4,0,58,0,62,343,50,0,0,0,10,11,3,0,0,0,0,42,46,12,0
 Hemdean Rise (RG4),14,1,0,8,1,7,0,57,7,63,352,50,0,0,0,5,6,3,0,0,0,0,36,43,21,0
 Hemdean Road (RG4),172,23,39,140,2,13,23,81,1,51,293,58,0,0,20,107,38,3,4,0,0,12,62,22,2,2
 Henley Road (RG4),115,16,36,94,1,14,31,82,1,54,304,56,0,0,15,57,32,10,1,0,0,13,50,28,9,1
 Henry Street (RG1),52,0,0,29,1,0,0,56,2,60,332,56,0,0,4,30,14,3,1,0,0,8,58,27,6,2
 Heroes Walk (RG2),20,7,14,20,0,35,70,100,0,40,217,68,0,0,13,6,1,0,0,0,0,65,30,5,0,0
 Heron Island (RG4),40,1,1,31,2,2,2,78,5,38,213,65,0,0,12,27,1,0,0,0,0,30,68,2,0,0
 Heron Way (RG1),14,1,6,14,0,7,43,100,0,50,271,58,0,0,4,4,5,1,0,0,0,29,29,36,7,0
 Hertford Close (RG4),4,2,3,4,0,50,75,100,0,41,240,66,0,0,2,1,1,0,0,0,0,50,25,25,0,0
 Hewett Avenue (RG4),13,0,6,11,1,0,46,85,8,42,227,64,0,1,4,5,3,0,0,0,8,31,38,23,0,0
 Hewett Close (RG4),6,0,5,6,0,0,83,100,0,48,269,58,0,0,0,3,3,0,0,0,0,0,50,50,0,0
 Hexham Road (RG2),33,6,2,31,1,18,6,94,3,41,228,66,0,0,14,16,3,0,0,0,0,42,48,9,0,0
 Hieatt Close (RG1),10,9,0,10,8,90,0,100,80,32,175,76,0,2,7,1,0,0,0,0,20,70,10,0,0,0
 High Meadow (RG4),3,0,3,3,0,0,100,100,0,38,220,59,0,0,0,3,0,0,0,0,0,0,100,0,0,0
 Highbridge Close (RG4),6,1,3,6,0,17,50,100,0,44,244,64,0,0,2,4,0,0,0,0,0,33,67,0,0,0
 Highdown Avenue (RG4),17,0,7,16,0,0,41,94,0,53,308,57,0,0,1,10,5,1,0,0,0,6,59,29,6,0
 Highdown Hill Road (RG4),20,1,8,16,2,5,40,80,10,51,281,56,0,0,0,14,3,3,0,0,0,0,70,15,15,0
 Highgrove Street (RG1),129,20,6,92,2,16,5,71,2,62,360,54,0,1,3,77,28,15,5,0,1,2,60,22,12,4
 Highgrove Terrace (RG1),15,0,0,12,0,0,0,80,0,54,314,60,0,0,2,12,0,1,0,0,0,13,80,0,7,0
 Highmead Close (RG2),9,4,7,7,0,44,78,78,0,37,213,71,0,0,7,2,0,0,0,0,0,78,22,0,0,0
 Highmoor Road (RG4),38,4,9,25,0,11,24,66,0,52,285,54,0,0,2,17,17,2,0,0,0,5,45,45,5,0
 Hilary Close (RG2),6,2,3,6,0,33,50,100,0,52,322,60,0,0,1,3,1,1,0,0,0,17,50,17,17,0
 Hilcot Road (RG30),27,2,0,23,0,7,0,85,0,56,313,56,0,0,3,15,7,1,1,0,0,11,56,26,4,4
 Hildens Drive (RG31),12,1,6,11,1,8,50,92,8,42,232,63,0,0,1,11,0,0,0,0,0,8,92,0,0,0
 Hill Street (RG1),66,5,9,58,1,8,14,88,2,52,298,60,0,0,7,46,11,1,1,0,0,11,70,17,2,2
 Hill View Mews (RG30),7,0,0,7,1,0,0,100,14,44,241,66,0,0,1,6,0,0,0,0,0,14,86,0,0,0
